SAMPLE_ID	SAMPLE_NAME	GENE_NAME	REGULATION	Z_SCORE	ID_STUDY																																											
2120253	TCGA-06-0210-02	BRD7	normal	-1.153	329																																											
2120305	TCGA-19-2624-01	BRD7	normal	-0.256	329																																											
2120346	TCGA-32-1980-01	BRD7	under	-2.278	329																																											
2120378	TCGA-76-4926-01	BRD7	normal	0.125	329																																											
2178065	TCGA-06-0152-02	BRD7	normal	0.613	329																																											
1337858	TCGA-06-0744-01	BRWD1	normal	0.739	329																																											
1337859	TCGA-06-0745-01	BRWD1	normal	-0.77	329																																											
1338022	TCGA-16-0846-01	BRWD1	normal	0.667	329																																											
1338057	TCGA-27-1832-01	BRWD1	normal	-0.591	329																																											
1338079	TCGA-28-1753-01	BRWD1	normal	-0.968	329																																											
1910168	TCGA-06-0125-01	BRWD1	normal	-0.486	329																																											
1910184	TCGA-06-0157-01	BRWD1	normal	0.147	329																																											
1910190	TCGA-06-0174-01	BRWD1	normal	0.189	329																																											
1910206	TCGA-06-0211-01	BRWD1	normal	-1.061	329																																											
1910247	TCGA-12-0618-01	BRWD1	over	2.673	329																																											
2120252	TCGA-06-0190-02	BRWD1	normal	-1.017	329																																											
2120253	TCGA-06-0210-02	BRWD1	normal	-1.162	329																																											
2120305	TCGA-19-2624-01	BRWD1	over	2.135	329																																											
2120346	TCGA-32-1980-01	BRWD1	normal	1.875	329																																											
2120378	TCGA-76-4926-01	BRWD1	normal	1.359	329																																											
1337858	TCGA-06-0744-01	BZW1	normal	-0.585	329																																											
1337859	TCGA-06-0745-01	BZW1	normal	-0.383	329																																											
1338022	TCGA-16-0846-01	BZW1	normal	0.087	329																																											
1338057	TCGA-27-1832-01	BZW1	normal	-0.749	329																																											
1338067	TCGA-27-2523-01	BZW1	normal	0.725	329																																											
1338079	TCGA-28-1753-01	BZW1	normal	-0.783	329																																											
1910184	TCGA-06-0157-01	BZW1	normal	-0.053	329																																											
1910190	TCGA-06-0174-01	BZW1	normal	0.217	329																																											
1910206	TCGA-06-0211-01	BZW1	normal	-0.128	329																																											
1910247	TCGA-12-0618-01	BZW1	normal	-0.464	329																																											
2120252	TCGA-06-0190-02	BZW1	normal	0.866	329																																											
2120253	TCGA-06-0210-02	BZW1	normal	-0.451	329																																											
2120346	TCGA-32-1980-01	BZW1	normal	-1.487	329																																											
2120378	TCGA-76-4926-01	BZW1	normal	0.641	329																																											
1337858	TCGA-06-0744-01	C10orf90	normal	0.256	329																																											
1337859	TCGA-06-0745-01	C10orf90	normal	-0.714	329																																											
1338022	TCGA-16-0846-01	C10orf90	normal	-0.022	329																																											
1338057	TCGA-27-1832-01	C10orf90	normal	-0.952	329																																											
1338067	TCGA-27-2523-01	C10orf90	normal	-0.668	329																																											
1338079	TCGA-28-1753-01	C10orf90	normal	-0.746	329																																											
1910168	TCGA-06-0125-01	C10orf90	normal	-0.264	329																																											
1910184	TCGA-06-0157-01	C10orf90	normal	-0.876	329																																											
1910206	TCGA-06-0211-01	C10orf90	normal	-0.871	329																																											
1910247	TCGA-12-0618-01	C10orf90	normal	-0.759	329																																											
2120305	TCGA-19-2624-01	C10orf90	normal	-0.896	329																																											
2120346	TCGA-32-1980-01	C10orf90	normal	1.655	329																																											
2120378	TCGA-76-4926-01	C10orf90	normal	-0.284	329																																											
2178065	TCGA-06-0152-02	C10orf90	normal	-0.375	329																																											
1337858	TCGA-06-0744-01	C11orf98	normal	0.293	329																																											
1337859	TCGA-06-0745-01	C11orf98	normal	0.772	329																																											
1338022	TCGA-16-0846-01	C11orf98	normal	0	329																																											
1338057	TCGA-27-1832-01	C11orf98	normal	0.498	329																																											
1338067	TCGA-27-2523-01	C11orf98	normal	-0.389	329																																											
1338079	TCGA-28-1753-01	C11orf98	normal	-1.022	329																																											
1910168	TCGA-06-0125-01	C11orf98	normal	-1.027	329																																											
1910184	TCGA-06-0157-01	C11orf98	normal	-0.857	329																																											
1910190	TCGA-06-0174-01	C11orf98	normal	-0.739	329																																											
1910206	TCGA-06-0211-01	C11orf98	normal	-0.818	329																																											
1910247	TCGA-12-0618-01	C11orf98	normal	-0.886	329																																											
2120253	TCGA-06-0210-02	C11orf98	normal	-0.993	329																																											
2120305	TCGA-19-2624-01	C11orf98	normal	0.064	329																																											
2120346	TCGA-32-1980-01	C11orf98	normal	-0.526	329																																											
2120378	TCGA-76-4926-01	C11orf98	normal	-0.469	329																																											
2178065	TCGA-06-0152-02	C11orf98	normal	-0.947	329																																											
1337858	TCGA-06-0744-01	C17orf53	normal	0.059	329																																											
1337859	TCGA-06-0745-01	C17orf53	normal	1.118	329																																											
1338022	TCGA-16-0846-01	C17orf53	normal	-0.973	329																																											
1338057	TCGA-27-1832-01	C17orf53	normal	1.016	329																																											
1338067	TCGA-27-2523-01	C17orf53	normal	0.522	329																																											
1338079	TCGA-28-1753-01	C17orf53	normal	0.876	329																																											
1910168	TCGA-06-0125-01	C17orf53	normal	0.271	329																																											
1910190	TCGA-06-0174-01	C17orf53	normal	1.994	329																																											
1910206	TCGA-06-0211-01	C17orf53	normal	0.386	329																																											
1910247	TCGA-12-0618-01	C17orf53	normal	0.317	329																																											
2120252	TCGA-06-0190-02	C17orf53	normal	-0.44	329																																											
2120253	TCGA-06-0210-02	C17orf53	normal	0.163	329																																											
2120305	TCGA-19-2624-01	C17orf53	over	2.47	329																																											
2120346	TCGA-32-1980-01	C17orf53	normal	-1.881	329																																											
2120378	TCGA-76-4926-01	C17orf53	normal	-0.612	329																																											
2178065	TCGA-06-0152-02	C17orf53	normal	0.585	329																																											
1337858	TCGA-06-0744-01	C19orf33	normal	-0.409	329																																											
1337859	TCGA-06-0745-01	C19orf33	normal	-0.409	329																																											
1338057	TCGA-27-1832-01	C19orf33	normal	1.178	329																																											
1910168	TCGA-06-0125-01	C19orf33	normal	-0.409	329																																											
1910184	TCGA-06-0157-01	C19orf33	normal	-0.409	329																																											
1910247	TCGA-12-0618-01	C19orf33	normal	-0.409	329																																											
2120252	TCGA-06-0190-02	C19orf33	over	6.41	329																																											
2120253	TCGA-06-0210-02	C19orf33	normal	-0.409	329																																											
2120305	TCGA-19-2624-01	C19orf33	normal	-0.409	329																																											
2120346	TCGA-32-1980-01	C19orf33	normal	-0.409	329																																											
2120378	TCGA-76-4926-01	C19orf33	normal	-0.409	329																																											
2178065	TCGA-06-0152-02	C19orf33	normal	1.898	329																																											
1337858	TCGA-06-0744-01	C1orf105	normal	0.122	329																																											
1338022	TCGA-16-0846-01	C1orf105	over	7.794	329																																											
1338057	TCGA-27-1832-01	C1orf105	normal	-0.531	329																																											
1338067	TCGA-27-2523-01	C1orf105	normal	-0.531	329																																											
1910168	TCGA-06-0125-01	C1orf105	normal	-0.531	329																																											
1910184	TCGA-06-0157-01	C1orf105	normal	-0.531	329																																											
1910190	TCGA-06-0174-01	C1orf105	normal	-0.531	329																																											
1910206	TCGA-06-0211-01	C1orf105	normal	-0.531	329																																											
2120253	TCGA-06-0210-02	C1orf105	normal	0.644	329																																											
2120305	TCGA-19-2624-01	C1orf105	normal	0.967	329																																											
2120346	TCGA-32-1980-01	C1orf105	normal	-0.531	329																																											
2120378	TCGA-76-4926-01	C1orf105	normal	-0.531	329																																											
2178065	TCGA-06-0152-02	C1orf105	normal	0.528	329																																											
1337858	TCGA-06-0744-01	C1orf122	normal	0.559	329																																											
1337859	TCGA-06-0745-01	C1orf122	normal	1.759	329																																											
1338022	TCGA-16-0846-01	C1orf122	normal	-0.216	329																																											
1338057	TCGA-27-1832-01	C1orf122	normal	-0.122	329																																											
1338067	TCGA-27-2523-01	C1orf122	normal	-0.16	329																																											
1338079	TCGA-28-1753-01	C1orf122	normal	-1.285	329																																											
1910168	TCGA-06-0125-01	C1orf122	normal	-1.118	329																																											
1910184	TCGA-06-0157-01	C1orf122	normal	-0.434	329																																											
1910190	TCGA-06-0174-01	C1orf122	normal	-0.969	329																																											
1910206	TCGA-06-0211-01	C1orf122	normal	-0.749	329																																											
1910247	TCGA-12-0618-01	C1orf122	normal	-0.614	329																																											
2120252	TCGA-06-0190-02	C1orf122	normal	-0.978	329																																											
2120305	TCGA-19-2624-01	C1orf122	normal	-1.138	329																																											
2120346	TCGA-32-1980-01	C1orf122	normal	-0.501	329																																											
2120378	TCGA-76-4926-01	C1orf122	normal	0.111	329																																											
2178065	TCGA-06-0152-02	C1orf122	normal	-1.176	329																																											
1337858	TCGA-06-0744-01	C1orf174	over	3.186	329																																											
1337859	TCGA-06-0745-01	C1orf174	normal	-0.982	329																																											
1338022	TCGA-16-0846-01	C1orf174	normal	-0.85	329																																											
1338057	TCGA-27-1832-01	C1orf174	normal	-0.266	329																																											
1338067	TCGA-27-2523-01	C1orf174	normal	-0.309	329																																											
1338079	TCGA-28-1753-01	C1orf174	normal	-0.465	329																																											
1910168	TCGA-06-0125-01	C1orf174	normal	-0.321	329																																											
1910184	TCGA-06-0157-01	C1orf174	normal	0.243	329																																											
1910190	TCGA-06-0174-01	C1orf174	normal	-0.314	329																																											
1910247	TCGA-12-0618-01	C1orf174	normal	-0.076	329																																											
2120252	TCGA-06-0190-02	C1orf174	normal	1.294	329																																											
2120305	TCGA-19-2624-01	C1orf174	normal	0.74	329																																											
2120346	TCGA-32-1980-01	C1orf174	normal	-0.84	329																																											
2120378	TCGA-76-4926-01	C1orf174	normal	-0.82	329																																											
2178065	TCGA-06-0152-02	C1orf174	normal	-0.588	329																																											
1337858	TCGA-06-0744-01	C1QA	normal	-0.581	329																																											
1337859	TCGA-06-0745-01	C1QA	normal	0.089	329																																											
1338022	TCGA-16-0846-01	C1QA	normal	1.152	329																																											
1338067	TCGA-27-2523-01	C1QA	normal	-0.725	329																																											
1338079	TCGA-28-1753-01	C1QA	normal	0.024	329																																											
1910168	TCGA-06-0125-01	C1QA	normal	-0.988	329																																											
1910184	TCGA-06-0157-01	C1QA	normal	-0.328	329																																											
1910190	TCGA-06-0174-01	C1QA	normal	-0.641	329																																											
1910206	TCGA-06-0211-01	C1QA	normal	-0.454	329																																											
1910247	TCGA-12-0618-01	C1QA	normal	-0.865	329																																											
2120252	TCGA-06-0190-02	C1QA	normal	0.797	329																																											
2120253	TCGA-06-0210-02	C1QA	normal	0.509	329																																											
2120305	TCGA-19-2624-01	C1QA	normal	-0.975	329																																											
2120346	TCGA-32-1980-01	C1QA	normal	0.363	329																																											
2120378	TCGA-76-4926-01	C1QA	normal	-0.551	329																																											
1337858	TCGA-06-0744-01	C20orf194	normal	-0.221	329																																											
1338022	TCGA-16-0846-01	C20orf194	normal	1.31	329																																											
1338057	TCGA-27-1832-01	C20orf194	normal	-1.028	329																																											
1338067	TCGA-27-2523-01	C20orf194	normal	-0.688	329																																											
1338079	TCGA-28-1753-01	C20orf194	normal	0.064	329																																											
1910168	TCGA-06-0125-01	C20orf194	normal	0.735	329																																											
1910184	TCGA-06-0157-01	C20orf194	normal	0.723	329																																											
1910190	TCGA-06-0174-01	C20orf194	normal	0.143	329																																											
1910247	TCGA-12-0618-01	C20orf194	normal	1.481	329																																											
2120252	TCGA-06-0190-02	C20orf194	normal	-0.324	329																																											
2120253	TCGA-06-0210-02	C20orf194	normal	1.454	329																																											
2120305	TCGA-19-2624-01	C20orf194	normal	0.834	329																																											
2120378	TCGA-76-4926-01	C20orf194	normal	1.726	329																																											
2178065	TCGA-06-0152-02	C20orf194	normal	0.467	329																																											
1337858	TCGA-06-0744-01	C6orf106	normal	-0.132	329																																											
1337859	TCGA-06-0745-01	C6orf106	normal	-0.771	329																																											
1338022	TCGA-16-0846-01	C6orf106	normal	1.8	329																																											
1338057	TCGA-27-1832-01	C6orf106	normal	-1.02	329																																											
1338079	TCGA-28-1753-01	C6orf106	normal	0.081	329																																											
1910184	TCGA-06-0157-01	C6orf106	normal	-0.617	329																																											
1910190	TCGA-06-0174-01	C6orf106	normal	-0.228	329																																											
1910206	TCGA-06-0211-01	C6orf106	normal	-0.219	329																																											
1910247	TCGA-12-0618-01	C6orf106	normal	-0.618	329																																											
2120252	TCGA-06-0190-02	C6orf106	normal	1.992	329																																											
2120253	TCGA-06-0210-02	C6orf106	normal	0.9	329																																											
2120305	TCGA-19-2624-01	C6orf106	normal	-1.17	329																																											
2120346	TCGA-32-1980-01	C6orf106	over	2.083	329																																											
2120378	TCGA-76-4926-01	C6orf106	normal	0.963	329																																											
2178065	TCGA-06-0152-02	C6orf106	normal	0.341	329																																											
1337858	TCGA-06-0744-01	C6orf132	normal	-0.834	329																																											
1337859	TCGA-06-0745-01	C6orf132	normal	-0.834	329																																											
1338022	TCGA-16-0846-01	C6orf132	normal	0.116	329																																											
1338057	TCGA-27-1832-01	C6orf132	normal	0.662	329																																											
1338067	TCGA-27-2523-01	C6orf132	normal	-0.617	329																																											
1338079	TCGA-28-1753-01	C6orf132	normal	0.942	329																																											
1910168	TCGA-06-0125-01	C6orf132	normal	-0.384	329																																											
1910184	TCGA-06-0157-01	C6orf132	normal	-0.834	329																																											
1910190	TCGA-06-0174-01	C6orf132	normal	-0.555	329																																											
1910206	TCGA-06-0211-01	C6orf132	normal	-0.598	329																																											
1910247	TCGA-12-0618-01	C6orf132	normal	0.251	329																																											
2120253	TCGA-06-0210-02	C6orf132	normal	-0.834	329																																											
2120305	TCGA-19-2624-01	C6orf132	over	2.356	329																																											
2120346	TCGA-32-1980-01	C6orf132	normal	0.338	329																																											
2120378	TCGA-76-4926-01	C6orf132	normal	-0.314	329																																											
2178065	TCGA-06-0152-02	C6orf132	normal	-0.592	329																																											
1337858	TCGA-06-0744-01	C6orf47	normal	-0.806	329																																											
1337859	TCGA-06-0745-01	C6orf47	normal	-0.47	329																																											
1338022	TCGA-16-0846-01	C6orf47	normal	0.284	329																																											
1338057	TCGA-27-1832-01	C6orf47	normal	-0.331	329																																											
1338079	TCGA-28-1753-01	C6orf47	normal	-0.324	329																																											
1910168	TCGA-06-0125-01	C6orf47	normal	-0.514	329																																											
1910184	TCGA-06-0157-01	C6orf47	normal	-0.871	329																																											
1910190	TCGA-06-0174-01	C6orf47	normal	-0.32	329																																											
1910206	TCGA-06-0211-01	C6orf47	normal	-0.591	329																																											
1910247	TCGA-12-0618-01	C6orf47	normal	-0.947	329																																											
2120252	TCGA-06-0190-02	C6orf47	normal	0.298	329																																											
2120253	TCGA-06-0210-02	C6orf47	normal	1.138	329																																											
2120305	TCGA-19-2624-01	C6orf47	normal	-0.131	329																																											
2120346	TCGA-32-1980-01	C6orf47	normal	-0.493	329																																											
2120378	TCGA-76-4926-01	C6orf47	normal	-0.231	329																																											
2178065	TCGA-06-0152-02	C6orf47	normal	0.318	329																																											
1337858	TCGA-06-0744-01	C7orf31	normal	-0.052	329																																											
1337859	TCGA-06-0745-01	C7orf31	over	2.641	329																																											
1338022	TCGA-16-0846-01	C7orf31	normal	1.607	329																																											
1338057	TCGA-27-1832-01	C7orf31	over	4.901	329																																											
1338079	TCGA-28-1753-01	C7orf31	normal	-0.189	329																																											
1910168	TCGA-06-0125-01	C7orf31	normal	-0.982	329																																											
1910184	TCGA-06-0157-01	C7orf31	normal	0.975	329																																											
1910190	TCGA-06-0174-01	C7orf31	normal	1.886	329																																											
1910206	TCGA-06-0211-01	C7orf31	normal	0.8	329																																											
2120252	TCGA-06-0190-02	C7orf31	normal	1.18	329																																											
2120253	TCGA-06-0210-02	C7orf31	normal	0.758	329																																											
2178065	TCGA-06-0152-02	C7orf31	normal	-0.319	329																																											
1337858	TCGA-06-0744-01	C7orf57	normal	-0.5	329																																											
1337859	TCGA-06-0745-01	C7orf57	normal	0.916	329																																											
1338079	TCGA-28-1753-01	C7orf57	normal	-0.699	329																																											
1910168	TCGA-06-0125-01	C7orf57	normal	-0.564	329																																											
1910184	TCGA-06-0157-01	C7orf57	normal	-0.518	329																																											
1910190	TCGA-06-0174-01	C7orf57	normal	-0.18	329																																											
1910206	TCGA-06-0211-01	C7orf57	normal	-0.852	329																																											
1910247	TCGA-12-0618-01	C7orf57	normal	-0.814	329																																											
2120378	TCGA-76-4926-01	C7orf57	over	21.019	329																																											
2178065	TCGA-06-0152-02	C7orf57	normal	-0.838	329																																											
1337858	TCGA-06-0744-01	C9orf129	normal	-1.197	329																																											
1337859	TCGA-06-0745-01	C9orf129	normal	-0.36	329																																											
1338022	TCGA-16-0846-01	C9orf129	normal	-0.818	329																																											
1338057	TCGA-27-1832-01	C9orf129	normal	-1.103	329																																											
1338067	TCGA-27-2523-01	C9orf129	normal	1.639	329																																											
1338079	TCGA-28-1753-01	C9orf129	normal	-0.778	329																																											
1910168	TCGA-06-0125-01	C9orf129	normal	0.287	329																																											
1910190	TCGA-06-0174-01	C9orf129	normal	-0.053	329																																											
1910206	TCGA-06-0211-01	C9orf129	normal	0.598	329																																											
1910247	TCGA-12-0618-01	C9orf129	normal	0.638	329																																											
2120252	TCGA-06-0190-02	C9orf129	normal	-0.373	329																																											
2120253	TCGA-06-0210-02	C9orf129	normal	-0.193	329																																											
2120346	TCGA-32-1980-01	C9orf129	normal	0.762	329																																											
2178065	TCGA-06-0152-02	C9orf129	normal	0.303	329																																											
1337858	TCGA-06-0744-01	C9orf24	normal	-0.424	329																																											
1337859	TCGA-06-0745-01	C9orf24	normal	-0.505	329																																											
1338022	TCGA-16-0846-01	C9orf24	normal	-0.366	329																																											
1338079	TCGA-28-1753-01	C9orf24	normal	-0.525	329																																											
1910168	TCGA-06-0125-01	C9orf24	normal	-0.525	329																																											
1910184	TCGA-06-0157-01	C9orf24	normal	-0.442	329																																											
1910190	TCGA-06-0174-01	C9orf24	normal	-0.511	329																																											
1910206	TCGA-06-0211-01	C9orf24	normal	-0.532	329																																											
1910247	TCGA-12-0618-01	C9orf24	normal	-0.491	329																																											
2120252	TCGA-06-0190-02	C9orf24	normal	-0.528	329																																											
2120253	TCGA-06-0210-02	C9orf24	normal	-0.544	329																																											
2120346	TCGA-32-1980-01	C9orf24	normal	-0.032	329																																											
2120378	TCGA-76-4926-01	C9orf24	normal	1.162	329																																											
2178065	TCGA-06-0152-02	C9orf24	normal	-0.505	329																																											
1337858	TCGA-06-0744-01	CA14	normal	0.121	329																																											
1337859	TCGA-06-0745-01	CA14	normal	-1.046	329																																											
1338022	TCGA-16-0846-01	CA14	normal	1.366	329																																											
1338057	TCGA-27-1832-01	CA14	normal	-0.553	329																																											
1338079	TCGA-28-1753-01	CA14	normal	-0.16	329																																											
1910168	TCGA-06-0125-01	CA14	over	2.829	329																																											
1910184	TCGA-06-0157-01	CA14	over	4.113	329																																											
1910190	TCGA-06-0174-01	CA14	normal	1.518	329																																											
1910206	TCGA-06-0211-01	CA14	normal	-0.936	329																																											
1910247	TCGA-12-0618-01	CA14	normal	-0.677	329																																											
2120252	TCGA-06-0190-02	CA14	normal	0.252	329																																											
2120253	TCGA-06-0210-02	CA14	normal	-0.155	329																																											
2120305	TCGA-19-2624-01	CA14	over	6.989	329																																											
2120378	TCGA-76-4926-01	CA14	normal	-0.455	329																																											
2178065	TCGA-06-0152-02	CA14	normal	-0.916	329																																											
1337858	TCGA-06-0744-01	CA6	normal	-0.199	329																																											
1337859	TCGA-06-0745-01	CA6	normal	-0.199	329																																											
1338022	TCGA-16-0846-01	CA6	normal	-0.199	329																																											
1338057	TCGA-27-1832-01	CA6	normal	-0.199	329																																											
1338067	TCGA-27-2523-01	CA6	normal	-0.199	329																																											
1910168	TCGA-06-0125-01	CA6	normal	-0.141	329																																											
1910184	TCGA-06-0157-01	CA6	normal	-0.199	329																																											
1910190	TCGA-06-0174-01	CA6	normal	-0.127	329																																											
1910247	TCGA-12-0618-01	CA6	normal	-0.199	329																																											
2120253	TCGA-06-0210-02	CA6	normal	-0.199	329																																											
2120305	TCGA-19-2624-01	CA6	normal	-0.199	329																																											
2120346	TCGA-32-1980-01	CA6	normal	-0.124	329																																											
2120378	TCGA-76-4926-01	CA6	normal	-0.199	329																																											
1337858	TCGA-06-0744-01	CABCOCO1	normal	-0.957	329																																											
1337859	TCGA-06-0745-01	CABCOCO1	normal	-0.384	329																																											
1338022	TCGA-16-0846-01	CABCOCO1	normal	-0.762	329																																											
1338057	TCGA-27-1832-01	CABCOCO1	normal	1.843	329																																											
1338067	TCGA-27-2523-01	CABCOCO1	normal	-0.829	329																																											
1338079	TCGA-28-1753-01	CABCOCO1	normal	-1.381	329																																											
1910168	TCGA-06-0125-01	CABCOCO1	normal	-1.207	329																																											
1910184	TCGA-06-0157-01	CABCOCO1	normal	-1.266	329																																											
1910190	TCGA-06-0174-01	CABCOCO1	normal	-1.177	329																																											
1910206	TCGA-06-0211-01	CABCOCO1	normal	-1.352	329																																											
1910247	TCGA-12-0618-01	CABCOCO1	normal	-1.252	329																																											
2120252	TCGA-06-0190-02	CABCOCO1	normal	-1.33	329																																											
2120253	TCGA-06-0210-02	CABCOCO1	normal	-1.044	329																																											
2120305	TCGA-19-2624-01	CABCOCO1	normal	-1.254	329																																											
2120378	TCGA-76-4926-01	CABCOCO1	normal	0.55	329																																											
2178065	TCGA-06-0152-02	CABCOCO1	normal	-1.143	329																																											
1337858	TCGA-06-0744-01	CALCOCO2	normal	-0.927	329																																											
1337859	TCGA-06-0745-01	CALCOCO2	normal	-0.365	329																																											
1338022	TCGA-16-0846-01	CALCOCO2	normal	0.603	329																																											
1338057	TCGA-27-1832-01	CALCOCO2	normal	1.903	329																																											
1338079	TCGA-28-1753-01	CALCOCO2	normal	-0.853	329																																											
1910184	TCGA-06-0157-01	CALCOCO2	normal	-0.739	329																																											
1910190	TCGA-06-0174-01	CALCOCO2	normal	-0.924	329																																											
1910206	TCGA-06-0211-01	CALCOCO2	normal	-0.958	329																																											
1910247	TCGA-12-0618-01	CALCOCO2	normal	-0.844	329																																											
2120252	TCGA-06-0190-02	CALCOCO2	normal	-0.431	329																																											
2120253	TCGA-06-0210-02	CALCOCO2	normal	0.431	329																																											
2120305	TCGA-19-2624-01	CALCOCO2	normal	-0.713	329																																											
2120346	TCGA-32-1980-01	CALCOCO2	normal	-0.478	329																																											
2120378	TCGA-76-4926-01	CALCOCO2	normal	1.988	329																																											
2178065	TCGA-06-0152-02	CALCOCO2	normal	-0.258	329																																											
1337858	TCGA-06-0744-01	CALML3	normal	-0.354	329																																											
1337859	TCGA-06-0745-01	CALML3	normal	-0.354	329																																											
1338022	TCGA-16-0846-01	CALML3	normal	-0.354	329																																											
1338057	TCGA-27-1832-01	CALML3	normal	-0.354	329																																											
1338079	TCGA-28-1753-01	CALML3	normal	-0.354	329																																											
1910168	TCGA-06-0125-01	CALML3	normal	-0.354	329																																											
1910184	TCGA-06-0157-01	CALML3	normal	-0.354	329																																											
1910190	TCGA-06-0174-01	CALML3	normal	-0.354	329																																											
1910206	TCGA-06-0211-01	CALML3	normal	-0.354	329																																											
1910247	TCGA-12-0618-01	CALML3	normal	-0.354	329																																											
2120253	TCGA-06-0210-02	CALML3	normal	-0.232	329																																											
2120305	TCGA-19-2624-01	CALML3	normal	-0.354	329																																											
2120346	TCGA-32-1980-01	CALML3	normal	-0.221	329																																											
2120378	TCGA-76-4926-01	CALML3	normal	-0.354	329																																											
2178065	TCGA-06-0152-02	CALML3	normal	-0.354	329																																											
1337858	TCGA-06-0744-01	CAMTA2	normal	-0.106	329																																											
1338057	TCGA-27-1832-01	CAMTA2	normal	0.096	329																																											
1338067	TCGA-27-2523-01	CAMTA2	normal	-0.297	329																																											
1910168	TCGA-06-0125-01	CAMTA2	normal	0.763	329																																											
1910184	TCGA-06-0157-01	CAMTA2	normal	-0.254	329																																											
1910190	TCGA-06-0174-01	CAMTA2	normal	-0.248	329																																											
1910206	TCGA-06-0211-01	CAMTA2	normal	-0.039	329																																											
1910247	TCGA-12-0618-01	CAMTA2	normal	0.185	329																																											
2120252	TCGA-06-0190-02	CAMTA2	normal	-0.137	329																																											
2120305	TCGA-19-2624-01	CAMTA2	normal	0.402	329																																											
2120346	TCGA-32-1980-01	CAMTA2	over	3.611	329																																											
2120378	TCGA-76-4926-01	CAMTA2	normal	-0.224	329																																											
2178065	TCGA-06-0152-02	CAMTA2	normal	0.755	329																																											
1337859	TCGA-06-0745-01	CAPG	normal	0.287	329																																											
1338022	TCGA-16-0846-01	CAPG	normal	0.66	329																																											
1338057	TCGA-27-1832-01	CAPG	normal	0.251	329																																											
1338067	TCGA-27-2523-01	CAPG	normal	-1.171	329																																											
1338079	TCGA-28-1753-01	CAPG	normal	1.576	329																																											
1910168	TCGA-06-0125-01	CAPG	normal	-1.135	329																																											
1910184	TCGA-06-0157-01	CAPG	normal	-0.725	329																																											
1910190	TCGA-06-0174-01	CAPG	normal	-1.157	329																																											
1910206	TCGA-06-0211-01	CAPG	normal	-0.536	329																																											
1910247	TCGA-12-0618-01	CAPG	normal	-1.244	329																																											
2120252	TCGA-06-0190-02	CAPG	normal	1.34	329																																											
2120305	TCGA-19-2624-01	CAPG	normal	-1.464	329																																											
2120346	TCGA-32-1980-01	CAPG	normal	-0.239	329																																											
2120378	TCGA-76-4926-01	CAPG	normal	-0.887	329																																											
2178065	TCGA-06-0152-02	CAPG	normal	-0.206	329																																											
1337858	TCGA-06-0744-01	CAPN8	normal	-0.472	329																																											
1337859	TCGA-06-0745-01	CAPN8	normal	-0.51	329																																											
1338057	TCGA-27-1832-01	CAPN8	normal	0.255	329																																											
1338067	TCGA-27-2523-01	CAPN8	normal	-0.521	329																																											
1338079	TCGA-28-1753-01	CAPN8	normal	-0.652	329																																											
1910168	TCGA-06-0125-01	CAPN8	normal	-0.516	329																																											
1910184	TCGA-06-0157-01	CAPN8	normal	0.805	329																																											
1910190	TCGA-06-0174-01	CAPN8	normal	-0.483	329																																											
1910206	TCGA-06-0211-01	CAPN8	normal	-0.652	329																																											
1910247	TCGA-12-0618-01	CAPN8	normal	0.005	329																																											
2120252	TCGA-06-0190-02	CAPN8	normal	-0.652	329																																											
2120305	TCGA-19-2624-01	CAPN8	normal	-0.514	329																																											
2120346	TCGA-32-1980-01	CAPN8	normal	-0.119	329																																											
2120378	TCGA-76-4926-01	CAPN8	normal	0.294	329																																											
2178065	TCGA-06-0152-02	CAPN8	normal	-0.652	329																																											
1337858	TCGA-06-0744-01	CAPSL	normal	-0.232	329																																											
1337859	TCGA-06-0745-01	CAPSL	normal	-0.232	329																																											
1338057	TCGA-27-1832-01	CAPSL	over	5.294	329																																											
1338067	TCGA-27-2523-01	CAPSL	normal	-0.232	329																																											
1338079	TCGA-28-1753-01	CAPSL	normal	-0.232	329																																											
1910168	TCGA-06-0125-01	CAPSL	normal	-0.214	329																																											
1910184	TCGA-06-0157-01	CAPSL	normal	-0.133	329																																											
1910190	TCGA-06-0174-01	CAPSL	normal	-0.225	329																																											
1910206	TCGA-06-0211-01	CAPSL	normal	-0.232	329																																											
1910247	TCGA-12-0618-01	CAPSL	normal	-0.232	329																																											
2120252	TCGA-06-0190-02	CAPSL	normal	-0.232	329																																											
2120305	TCGA-19-2624-01	CAPSL	normal	-0.232	329																																											
2120346	TCGA-32-1980-01	CAPSL	normal	-0.17	329																																											
2120378	TCGA-76-4926-01	CAPSL	normal	0.72	329																																											
2178065	TCGA-06-0152-02	CAPSL	normal	-0.232	329																																											
1337858	TCGA-06-0744-01	CASKIN1	normal	-0.237	329																																											
1337859	TCGA-06-0745-01	CASKIN1	normal	-0.142	329																																											
1338022	TCGA-16-0846-01	CASKIN1	normal	0.28	329																																											
1338067	TCGA-27-2523-01	CASKIN1	normal	-0.236	329																																											
1338079	TCGA-28-1753-01	CASKIN1	normal	-0.26	329																																											
1910184	TCGA-06-0157-01	CASKIN1	normal	0.077	329																																											
1910190	TCGA-06-0174-01	CASKIN1	normal	-0.191	329																																											
1910206	TCGA-06-0211-01	CASKIN1	normal	-0.486	329																																											
1910247	TCGA-12-0618-01	CASKIN1	normal	2	329																																											
